Engine_volume,Mileage,Doors,Prod_year,Cylinders,Airbags,Category,Leather_interior,Fuel_type,Gear_box_type,Drive_wheels,Wheel,Color
1.8,68811,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.2,200543,4,2001,6.0,2,Sedan,No,Petrol,Manual,Rear,Left wheel,Sky blue
3.5,94362,4,2014,6.0,12,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,White
3.0,213998,4,2008,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Silver
1.3,150000,4,2004,4.0,4,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Silver
2.5,58400,4,2014,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Grey
2.5,6417,4,2019,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Brown
2.0,184000,4,2012,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.0,174619,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
3.3,224629,4,2008,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
2.0,174261,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.6,38413,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,142040,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
5.5,128000,4,2006,8.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.5,27656,4,2019,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.5,190549,4,2013,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.6,136712,4,2012,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.8,96549,4,2015,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.5,20877,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.8,114526,4,2013,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.8,65600,4,2014,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.7,118462,4,2017,6.0,12,Pickup,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.0,98000,4,2016,4.0,0,Sedan,Yes,Diesel,Tiptronic,Front,Left wheel,Black
2.5,39552,4,2019,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.5,114000,4,2015,4.0,12,Hatchback,No,Hybrid,Automatic,Front,Left wheel,White
2.2,270000,4,1994,4.0,2,Sedan,No,Petrol,Automatic,Rear,Left wheel,Red
2.0,0,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
1.5,1000,2,2008,8.0,5,Sedan,Yes,Diesel,Tiptronic,Front,Left wheel,Grey
2.2,8803,4,2020,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,139000,4,2003,4.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.5,179381,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.5,278000,4,2008,4.0,6,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Silver
3.0,175614,4,2008,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Black
1.8,185600,4,2009,4.0,4,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,Golden
3.0,100000,2,1995,6.0,2,Sedan,Yes,Petrol,Manual,Rear,Left wheel,Black
3.0,2200,4,2005,6.0,8,Sedan,Yes,LPG,Tiptronic,4x4,Left wheel,Black
2.0,135451,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.0,171996,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.8,152000,4,2011,4.0,8,Sedan,No,Petrol,Automatic,Front,Left wheel,Silver
2.0,88585,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,158267,4,2009,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,81000,4,2011,6.0,8,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Silver
2.5,89600,4,2013,4.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
2.0,19968,4,2019,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
1.6,124800,4,2013,4.0,6,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.4,79000,4,2016,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,White
1.8,121600,4,2011,4.0,4,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Brown
1.8,150000,4,1999,4.0,4,Sedan,Yes,Petrol,Manual,Front,Left wheel,Black
3.0,85000,4,2005,6.0,4,Minivan,No,Petrol,Automatic,4x4,Right-hand drive,Silver
1.6,159634,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.0,273962,4,2012,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,White
3.0,296395,4,2012,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
2.5,177600,4,2012,4.0,11,Jeep,No,Petrol,Automatic,Front,Left wheel,Black
2.0,105523,4,2013,4.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Blue
1.6,77000,4,2015,4.0,4,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Black
2.5,244000,4,2003,6.0,0,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.5,0,4,2005,4.0,4,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Grey
1.3,209000,4,2002,4.0,2,Sedan,No,Petrol,Automatic,Rear,Right-hand drive,Green
2.5,114000,4,2011,4.0,8,Sedan,No,Petrol,Automatic,Front,Left wheel,Black
2.0,144166,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.3,108000,4,2010,4.0,8,Hatchback,No,Hybrid,Tiptronic,Front,Left wheel,White
1.4,50000,4,2017,4.0,4,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
2.2,300000,4,2001,4.0,6,Sedan,Yes,Diesel,Tiptronic,Rear,Left wheel,White
2.5,200000,4,2007,5.0,2,Microbus,No,Diesel,Manual,Rear,Left wheel,White
2.0,201360,4,2013,4.0,6,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Silver
2.5,207888,4,1995,4.0,0,Goods wagon,No,Diesel,Manual,Rear,Left wheel,White
3.0,215000,4,2007,6.0,8,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Silver
1.8,130000,4,2013,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,103318,4,2014,4.0,0,Hatchback,No,Petrol,Automatic,Front,Left wheel,Silver
1.5,331139,4,2006,4.0,4,Sedan,No,Hybrid,Automatic,Front,Left wheel,Grey
3.5,119379,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Silver
1.2,198000,2,1999,4.0,4,Coupe,No,Petrol,Manual,Front,Left wheel,Silver
2.4,168179,4,2013,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,101552,4,2013,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Blue
1.6,132749,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,248871,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.0,111111,4,1993,4.0,2,Sedan,No,Petrol,Manual,Front,Left wheel,Green
1.4,112123,4,2014,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
1.0,175771,4,2014,4.0,4,Hatchback,Yes,LPG,Automatic,Front,Left wheel,Grey
2.0,200000,2,1999,4.0,4,Cabriolet,Yes,Petrol,Manual,Rear,Left wheel,Black
1.8,87000,4,2013,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.5,180000,4,2011,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Yellow
2.0,145219,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.6,77483,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,38283,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,160931,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.5,308694,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.0,106611,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.5,90000,2,2013,4.0,4,Coupe,No,Hybrid,Manual,Front,Left wheel,Black
3.0,36000,4,2019,6.0,12,Jeep,No,Diesel,Automatic,4x4,Left wheel,Grey
6.2,274771,4,2010,8.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
1.6,160622,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.3,43770,4,2015,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,0,4,2014,12.0,12,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,Black
3.5,180000,4,2010,6.0,0,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.6,166013,4,2013,4.0,0,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,63000,4,2015,4.0,14,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,119194,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.0,114107,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,124000,4,2013,4.0,16,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
2.5,56590,4,2019,4.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Grey
1.3,145600,4,2010,4.0,6,Hatchback,No,Hybrid,Variator,Front,Left wheel,Blue
3.5,108000,4,2011,6.0,12,Sedan,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
4.0,239342,4,2013,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
3.0,145227,4,2012,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
2.4,90000,4,2014,4.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
5.7,54875,4,2016,8.0,12,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,Grey
3.3,345405,4,2010,6.0,12,Sedan,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
1.5,15000,4,2017,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,102379,4,2017,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Blue
1.6,42211,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,150000,4,2012,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Black
1.6,60660,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
3.5,189530,4,2010,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.3,161000,4,2008,4.0,4,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,290000,4,1997,4.0,2,Goods wagon,No,Petrol,Manual,Front,Left wheel,Red
2.0,119619,4,2012,4.0,12,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,156043,4,2014,4.0,0,Hatchback,No,Petrol,Automatic,Front,Left wheel,Black
2.0,0,2,1996,4.0,4,Jeep,No,Petrol,Automatic,4x4,Right-hand drive,Blue
2.0,200000,4,2002,4.0,5,Sedan,Yes,Petrol,Automatic,4x4,Right-hand drive,White
2.5,157000,4,2000,6.0,4,Sedan,No,CNG,Manual,Rear,Left wheel,Blue
2.8,180000,2,1997,6.0,0,Coupe,Yes,Petrol,Manual,Rear,Left wheel,Black
4.0,118498,2,2005,6.0,6,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
4.6,155821,4,2010,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,105000,4,2013,4.0,8,Sedan,Yes,Plug-in Hybrid,Automatic,Front,Left wheel,White
3.0,221312,4,2012,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Blue
2.5,39552,4,2019,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.0,160717,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.0,17320,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.5,185000,4,2013,4.0,4,Hatchback,No,Hybrid,Variator,Front,Right-hand drive,White
1.8,192683,4,2012,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
1.4,32000,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,140607,4,2013,4.0,12,Sedan,No,Hybrid,Automatic,Front,Left wheel,Grey
2.0,256878,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
4.6,188078,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.5,156800,4,2011,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,234592,4,2016,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
0.4,349288,4,2008,4.0,0,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Blue
2.0,100000,2,2014,4.0,12,Coupe,Yes,Petrol,Automatic,Front,Left wheel,Black
2.4,83000,4,2013,4.0,8,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Silver
1.5,170000,4,2007,4.0,6,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
6.2,274771,4,2010,8.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
2.7,121649,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,142661,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.6,126184,4,2007,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.5,150000,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
3.2,300000,4,2003,6.0,8,Sedan,Yes,Diesel,Tiptronic,Rear,Left wheel,Silver
3.2,180000,4,1997,6.0,8,Sedan,No,CNG,Automatic,Rear,Left wheel,Blue
2.0,240000,4,2014,4.0,6,Jeep,Yes,Petrol,Tiptronic,4x4,Right-hand drive,Grey
2.5,180275,4,2014,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.2,220000,4,2007,4.0,4,Universal,No,Diesel,Automatic,Rear,Left wheel,Silver
2.4,142000,4,2012,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Sky blue
2.0,262140,4,2000,4.0,2,Sedan,No,Diesel,Automatic,Front,Left wheel,Green
2.5,148000,4,2012,4.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.5,192000,4,2008,4.0,8,Jeep,No,Hybrid,Variator,4x4,Left wheel,Blue
1.8,35083,4,2012,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
1.8,45488,4,2017,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,228570,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.5,140000,4,2014,4.0,12,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
1.6,135378,4,2015,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
3.2,215947,4,2001,6.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Golden
2.0,13715,4,2018,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
0.4,209843,4,2008,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.8,250000,4,2000,6.0,6,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Silver
1.8,165392,4,2012,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.3,175000,4,2003,4.0,4,Hatchback,No,Petrol,Variator,Front,Right-hand drive,Blue
2.0,97700,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Brown
2.4,66366,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Red
1.5,180000,4,2012,4.0,4,Hatchback,Yes,Hybrid,Variator,Front,Right-hand drive,Silver
2.4,52000,4,2016,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
2.0,11566,4,2019,4.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,65600,4,2016,4.0,10,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Grey
2.5,180973,4,2010,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Blue
1.6,54865,4,2018,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.7,177000,4,2018,4.0,2,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
3.0,175614,4,2008,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Black
1.6,104000,4,2012,4.0,12,Hatchback,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.4,221000,4,2008,4.0,10,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,Silver
2.0,44608,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.3,4444,4,1999,5.0,4,Sedan,Yes,Petrol,Manual,Front,Left wheel,Sky blue
4.6,102907,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,260000,4,2000,4.0,6,Minivan,No,Petrol,Manual,Front,Left wheel,Silver
2.5,19050,4,2019,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,133687,4,2016,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.6,100230,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,209254,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,47897,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,42000,4,2014,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
3.5,77205,4,2016,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
3.0,18900,4,2003,6.0,2,Jeep,Yes,LPG,Tiptronic,Front,Left wheel,Grey
3.3,226094,4,2008,6.0,12,Sedan,Yes,Hybrid,Automatic,4x4,Left wheel,White
1.5,182000,4,2008,2.0,6,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Brown
5.7,244800,4,2008,8.0,9,Jeep,Yes,Petrol,Tiptronic,Front,Left wheel,Black
3.5,115485,4,2012,6.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,177512,4,2012,4.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
3.0,198211,4,2012,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Grey
2.5,79911,4,2016,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Black
2.4,221126,4,2012,4.0,0,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Black
1.3,143597,4,2013,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
3.0,157000,2,2010,6.0,8,Coupe,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,73542,4,2016,4.0,8,Jeep,No,Petrol,Automatic,Front,Left wheel,Black
3.6,44690,4,2017,6.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Brown
2.5,20930,4,2018,4.0,4,Universal,Yes,LPG,Automatic,Front,Left wheel,Yellow
2.0,76686,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,150000,4,1985,4.0,1,Universal,No,Diesel,Manual,Rear,Left wheel,Black
1.6,31691,4,2013,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,67825,4,2015,4.0,8,Hatchback,No,Petrol,Automatic,Front,Left wheel,Silver
3.0,0,4,1995,8.0,6,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Green
1.3,151715,4,2013,4.0,4,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Blue
2.7,147000,4,2009,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
1.3,149970,4,2014,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Grey
1.6,91930,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,149000,4,2001,4.0,12,Microbus,No,Diesel,Manual,Front,Left wheel,Black
2.0,89423,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
4.5,80000,4,2012,8.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Grey
2.3,210456,4,1996,4.0,2,Sedan,No,Petrol,Manual,Rear,Left wheel,Silver
1.8,123270,4,2010,4.0,12,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Black
2.0,200000,4,1997,4.0,0,Sedan,No,CNG,Automatic,Rear,Left wheel,Silver
2.5,97010,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.6,148765,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,249600,4,2009,4.0,6,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,Black
2.7,22519,4,2017,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,161000,4,2011,4.0,11,Hatchback,No,Hybrid,Variator,Front,Left wheel,Blue
3.0,143494,4,2011,6.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Grey
2.0,257102,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.4,111111,4,2003,4.0,4,Minivan,No,CNG,Tiptronic,Front,Left wheel,Silver
3.0,62194,2,2016,6.0,12,Coupe,Yes,Petrol,Automatic,Rear,Left wheel,Blue
2.4,160000,4,2005,4.0,8,Jeep,No,Petrol,Manual,4x4,Left wheel,Silver
3.5,205968,4,2010,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,White
2.0,142431,4,2006,4.0,6,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
3.0,103000,4,2014,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,White
1.8,129000,4,2012,4.0,11,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Blue
1.5,78400,4,2015,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
2.0,82309,4,2011,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
1.8,150000,4,2009,4.0,8,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,White
1.4,114000,4,2011,4.0,8,Sedan,Yes,Plug-in Hybrid,Automatic,Front,Left wheel,Red
3.0,62256,4,2017,6.0,12,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,Brown
2.5,111111,4,1992,4.0,0,Microbus,No,Diesel,Manual,Rear,Left wheel,White
1.5,102880,4,2014,1.0,0,Hatchback,No,Hybrid,Variator,Front,Left wheel,Blue
2.0,115701,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Orange
2.0,151522,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.5,106533,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,White
1.6,53256,4,2009,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Blue
2.2,149046,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.3,115000,4,2002,4.0,7,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Silver
3.5,186005,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
2.4,148000,4,2012,4.0,10,Sedan,No,Hybrid,Tiptronic,Front,Left wheel,Black
3.5,50914,4,2017,6.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
2.7,320000,4,2000,5.0,0,Sedan,Yes,Diesel,Tiptronic,Rear,Left wheel,Silver
1.8,115000,4,2013,4.0,12,Sedan,No,Hybrid,Variator,Front,Left wheel,Sky blue
2.0,146740,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.4,148000,4,2012,4.0,10,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Grey
2.0,21000,4,2017,4.0,6,Sedan,Yes,Diesel,Tiptronic,4x4,Left wheel,Silver
6.3,264000,4,2006,8.0,6,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.6,124892,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.6,50549,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,150000,4,2013,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.0,0,4,2014,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
2.7,145000,4,2008,6.0,8,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Grey
2.0,65035,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,154295,4,2003,4.0,5,Minivan,No,CNG,Automatic,Front,Right-hand drive,Silver
2.5,114000,4,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Silver
2.0,79877,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.8,20000,4,1995,4.0,2,Sedan,No,Petrol,Manual,Rear,Left wheel,Blue
2.4,128300,4,2012,4.0,8,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,Carnelian red
4.0,0,4,2014,6.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Silver
1.8,86382,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.3,248126,4,2008,4.0,8,Sedan,No,Hybrid,Automatic,Front,Left wheel,Black
1.5,22099,4,2017,4.0,4,Universal,Yes,Hybrid,Automatic,Front,Left wheel,Blue
2.0,148000,4,2013,4.0,5,Hatchback,No,Petrol,Automatic,Front,Left wheel,Red
3.0,145000,4,2006,6.0,8,Minivan,No,Petrol,Automatic,Front,Right-hand drive,White
2.4,164000,4,2011,4.0,2,Microbus,No,Diesel,Manual,4x4,Left wheel,White
2.0,150000,4,2014,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
3.5,132630,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Silver
1.8,105600,4,2014,4.0,0,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Carnelian red
2.5,306266,4,2013,5.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
1.8,298248,4,2013,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.4,140555,4,2014,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,128000,4,2015,4.0,8,Hatchback,No,Hybrid,Variator,Front,Left wheel,White
